date,modal_price,min_price,max_price,year,month,day_of_year,weekday,spread,lag_1,lag_7,lag_14,lag_30,roll_7,roll_30,roll_90
2022-11-03,7153.711382113821,6308.1056910569105,7458.59349593496,2022,11,307,3,1150.4878048780492,6219.921568627451,5908.557471264367,6094.933609958506,4995.108823529412,5637.114305351152,5883.5607464609875,5883.522485048536
2022-11-04,7133.132352941177,6415.7892156862745,7377.563725490196,2022,11,308,4,961.7745098039213,7153.711382113821,4907.285714285715,6190.89406779661,4513.986394557823,5955.092396587647,5970.865611740432,5913.100304843119
2022-11-05,6585.9875,5727.225,6798.35625,2022,11,309,5,1071.1312499999995,7133.132352941177,4535.5,7105.406639004149,5398.256944444444,6248.019182301932,6010.456630258951,5930.659941595257
2022-11-06,6312.702898550725,5711.81884057971,6565.913043478261,2022,11,310,6,854.094202898551,6585.9875,5300.934210526316,6879.875,5226.310861423221,6392.55756630542,6046.6696981632,5943.748319371616
2022-11-07,5898.492537313433,5227.427860696517,6128.18407960199,2022,11,311,0,900.7562189054725,6312.702898550725,5235.238095238095,6607.324840764331,5663.715789473685,6487.30820088761,6054.495589757859,5942.566108976564
2022-11-08,5916.966666666666,5518.5,6108.6,2022,11,312,1,590.1000000000004,5898.492537313433,6107.2091666666665,6365.762376237623,6131.043307086614,6460.13070088761,6047.3597017438615,5941.3670071976185
2022-11-09,4820.083333333333,4350.458333333333,5031.708333333333,2022,11,313,2,681.25,5916.966666666666,6219.921568627451,5955.28,7042.319327731092,6260.153810131307,5973.285168597269,5916.741494827542
2022-11-10,4571.387387387387,3890.2184684684685,4938.198198198198,2022,11,314,3,1047.9797297297296,4820.083333333333,7153.711382113821,5908.557471264367,7055.330578512397,5891.250382313246,5890.487062226436,5888.758085456631
2022-11-11,5317.51677852349,4507.0302013422815,5647.667785234899,2022,11,315,4,1140.6375838926178,4571.387387387387,7133.132352941177,4907.285714285715,6663.581005586592,5631.876728825004,5845.618254657665,5874.592650969637
2022-11-12,5193.839285714285,4787.446428571428,5391.696428571428,2022,11,316,5,604.25,5317.51677852349,6585.9875,4535.5,6419.939759036145,5432.998412498475,5804.74823888027,5863.394295531266
2022-12-01,6070.811627906976,5129.732558139535,6459.139534883721,2022,12,335,3,1329.406976744186,5193.839285714285,6312.702898550725,5300.934210526316,5874.0,5398.442516692224,5811.308626477169,5864.481574488686
2022-12-02,6177.5085714285715,5612.4914285714285,6472.782857142857,2022,12,336,4,860.2914285714287,6070.811627906976,5898.492537313433,5235.238095238095,5886.163636363636,5438.301950137245,5821.020124312667,5868.174982483983
2022-12-03,7047.490196078431,6348.21568627451,7282.006535947712,2022,12,337,5,933.7908496732025,6177.5085714285715,5916.966666666666,6107.2091666666665,4997.231481481482,5599.805311481782,5889.362081465898,5890.498377825025
2022-12-04,7201.477386934674,6417.402010050251,7456.819095477387,2022,12,338,6,1039.417085427136,7047.490196078431,4820.083333333333,6219.921568627451,4471.026315789473,5940.004461996259,5980.3771171707385,5919.475831247106
2022-12-05,6586.72794117647,5849.970588235294,6818.088235294118,2022,12,339,0,968.1176470588243,7201.477386934674,4571.387387387387,7153.711382113821,5327.933544303797,6227.9102553947,6022.336930399827,5936.097291802089
2022-12-06,6075.666666666667,5610.966666666666,6446.033333333334,2022,12,340,1,835.0666666666675,6586.72794117647,5317.51677852349,7133.132352941177,5268.149305555556,6336.217382272297,6049.254175770198,5946.496262995504
2022-12-07,5900.664893617021,5195.393617021276,6109.553191489362,2022,12,341,2,914.1595744680853,6075.666666666667,5193.839285714285,6585.9875,6094.933609958506,6437.192469115544,6042.778551892148,5944.437123505706
2022-12-08,5929.464285714285,5494.464285714285,6107.057142857143,2022,12,342,3,612.5928571428576,5900.664893617021,6070.811627906976,6312.702898550725,6190.89406779661,6416.999991659446,6034.064225822737,5942.497136037036
2022-12-09,4928.698630136986,4362.493150684932,5145.16095890411,2022,12,343,4,782.6678082191784,5929.464285714285,6177.5085714285715,5898.492537313433,7105.406639004149,6238.598571474933,5961.507292193832,5920.260615961967
2022-12-10,4552.176245210728,3826.557471264368,4934.9731800766285,2022,12,344,5,1108.4157088122606,4928.698630136986,7047.490196078431,5916.966666666666,6879.875,5882.1251499224045,5883.917333700856,5891.973121337405
2022-12-11,5323.254054054054,4774.664864864865,5609.2,2022,12,345,6,834.5351351351346,4552.176245210728,7201.477386934674,4820.083333333333,6607.324840764331,5613.80753093946,5841.114974143847,5876.873534521673
2022-12-12,5171.709302325581,4491.229235880399,5440.252491694352,2022,12,346,0,949.0232558139533,5323.254054054054,6586.72794117647,4571.387387387387,6365.762376237623,5411.662011103617,5801.313205013446,5866.718343763199
2023-01-01,5242.380952380952,4847.071428571428,5431.023809523809,2023,1,1,6,583.9523809523807,5171.709302325581,6075.666666666667,5317.51677852349,5955.28,5292.621194777087,5777.549903426145,5859.3714896109095
2023-01-02,5141.684615384615,4636.469230769231,5347.361538461539,2023,1,2,0,710.8923076923074,5242.380952380952,5900.664893617021,5193.839285714285,5908.557471264367,5184.195440743885,5751.987474896819,5851.079120922331
2023-01-03,5045.84081632653,4528.065306122449,5212.502040816326,2023,1,3,1,684.436734693877,5141.684615384615,5929.464285714285,6070.811627906976,4907.285714285715,5057.963516545635,5756.605978298179,5851.434564085103
2023-01-04,4967.116883116883,4731.519480519481,5095.662337662337,2023,1,4,2,364.1428571428569,5045.84081632653,4928.698630136986,6177.5085714285715,4535.5,5063.451838399907,5770.993207735409,5853.6510588648325
2023-01-05,4919.879518072289,4559.108433734939,5041.313253012048,2023,1,5,3,482.204819277109,4967.116883116883,4552.176245210728,7047.490196078431,5300.934210526316,5115.98087738013,5758.291384653608,5851.434694924221
2023-01-06,4680.664285714286,4258.414285714286,4872.2642857142855,2023,1,6,4,613.8499999999995,4919.879518072289,5323.254054054054,7201.477386934674,5235.238095238095,5024.182339045877,5739.805591002815,5845.637070871598
2023-01-07,4787.398936170212,4343.904255319149,4949.872340425532,2023,1,7,5,605.9680851063822,4680.664285714286,5171.709302325581,6586.72794117647,6107.2091666666665,4969.280858166539,5695.811916652933,5831.351225717934
2023-01-08,4815.555555555556,4407.053333333333,4945.04,2023,1,8,6,537.9866666666667,4787.398936170212,5242.380952380952,6075.666666666667,6219.921568627451,4908.305801477196,5648.999716217203,5820.968774218814
2023-01-09,4828.20895522388,4453.253731343284,4973.437810945274,2023,1,9,0,520.1840796019897,4815.555555555556,5141.684615384615,5900.664893617021,7153.711382113821,4863.5235643113765,5571.482968654205,5801.20591075834
2023-01-10,4337.92,3955.92,4499.84,2023,1,10,1,543.9200000000001,4828.20895522388,5045.84081632653,5929.464285714285,7133.132352941177,4762.392019121872,5478.309223556165,5769.953496814984
2023-01-11,4615.691011235955,4070.2883895131085,4861.067415730337,2023,1,11,2,790.7790262172289,4337.92,4967.116883116883,4928.698630136986,6585.9875,4712.188323138883,5412.632673930697,5746.282465469436
2023-01-12,4776.436170212766,4150.952127659574,5025.026595744681,2023,1,12,3,874.0744680851067,4615.691011235955,4919.879518072289,4552.176245210728,6312.702898550725,4691.696416301807,5361.423782986099,5729.904290581662
2023-02-01,5354.559471365639,4669.645374449339,5614.691629955947,2023,2,32,2,945.0462555066078,4776.436170212766,4680.664285714286,5323.254054054054,5898.492537313433,4787.967157109144,5343.292680787839,5725.305378725042
2023-02-02,5122.875,4587.580769230769,5323.615384615385,2023,2,33,3,736.0346153846158,5354.559471365639,4787.398936170212,5171.709302325581,5916.966666666666,4835.8923090848275,5316.822958565617,5716.786924151684
2023-02-03,5074.554585152839,4528.126637554585,5249.729257641921,2023,2,34,4,721.6026200873366,5122.875,4815.555555555556,5242.380952380952,4820.083333333333,4872.892170455868,5325.305333626267,5717.291914629194
2023-02-04,4913.535714285715,4713.107142857143,5006.571428571428,2023,2,35,5,293.4642857142853,5074.554585152839,4828.20895522388,5141.684615384615,4571.387387387387,4885.081707464701,5336.710277856211,5721.211132846076
2023-02-05,4987.648936170212,4602.829787234043,5118.492021276596,2023,2,36,6,515.6622340425529,4913.535714285715,4337.92,5045.84081632653,5317.51677852349,4977.900126917589,5325.714683111102,5719.41295604258
2023-02-06,4713.91095890411,4245.01598173516,4912.433789954338,2023,2,37,0,667.4178082191784,4987.648936170212,4615.691011235955,4967.116883116883,5193.839285714285,4991.93154801304,5309.71707221743,5714.0231248891605
2023-02-07,4658.25,4435.675,4768.55,2023,2,38,1,332.875,4713.91095890411,4776.436170212766,4919.879518072289,6070.811627906976,4975.047809411217,5262.63168462053,5698.469807559485
2023-02-08,4800.835416666667,4362.127083333334,4943.8,2023,2,39,2,581.6729166666664,4658.25,5354.559471365639,4680.664285714286,6177.5085714285715,4895.944373025649,5216.7425794618,5683.033272239052
2023-02-09,4803.6834532374105,4356.107913669065,4952.021582733813,2023,2,40,3,595.9136690647483,4800.835416666667,5122.875,4787.398936170212,7047.490196078431,4850.345580630994,5141.949021367099,5659.098696435129
2023-02-10,4205.681818181818,3699.5,4426.393939393939,2023,2,41,4,726.893939393939,4803.6834532374105,5074.554585152839,4815.555555555556,7201.477386934674,4726.220899635133,5042.089169075337,5626.456135356361
2023-02-11,4626.851211072664,4082.878892733564,4885.844290657439,2023,2,42,5,802.9653979238751,4205.681818181818,4913.535714285715,4828.20895522388,6586.72794117647,4685.265970604698,4976.759944738544,5603.702887943159
2023-02-12,4673.871951219512,4150.219512195122,4875.512195121952,2023,2,43,6,725.2926829268299,4626.851211072664,4987.648936170212,4337.92,6075.666666666667,4640.440687040312,4930.033454223639,5585.568936998577
2023-03-01,5303.89592760181,4635.273755656109,5559.93891402715,2023,3,60,2,924.6651583710409,4673.871951219512,4713.91095890411,4615.691011235955,5900.664893617021,4724.724253997126,4910.141155356466,5580.598517353573
2023-03-02,5137.960573476703,4616.530465949821,5327.722222222223,2023,3,61,3,711.191756272402,5303.89592760181,4658.25,4776.436170212766,5929.464285714285,4793.25433592237,4883.75769828188,5574.162894095906
