date,modal_price,min_price,max_price,year,month,day_of_year,weekday,lag_1,lag_7,lag_14,lag_30,roll_7,roll_30,roll_90,arrivals_lag_1,arrivals_roll_7,spread
2020-04-01,6273.333333333333,5737.5,6785.0,2020,4,92,2,5675.0,8085.5,6481.25,6629.0,7205.071428571428,7530.750396825397,7530.750396825397,0.0,0.0,1047.5
2020-04-02,6445.714285714285,5354.285714285715,6689.285714285715,2020,4,93,3,6273.333333333333,7985.0,7518.75,6550.0,6946.190476190476,7518.894841269841,7490.188556067588,0.0,0.0,1335.0
2020-04-03,7250.0,6870.0,7656.25,2020,4,94,4,6445.714285714285,9125.0,6924.166666666667,10433.333333333334,6726.292517006803,7515.418650793651,7457.548735119048,0.0,0.0,786.25
2020-04-04,10366.666666666666,9533.333333333334,10766.666666666666,2020,4,95,5,7250.0,6519.166666666667,6218.333333333333,7891.666666666667,6458.43537414966,7409.30753968254,7451.25937950938,0.0,0.0,1233.3333333333321
2020-04-05,8657.0,8282.0,9032.0,2020,4,96,6,10366.666666666666,6175.0,6037.5,7935.333333333333,7008.078231292517,7491.80753968254,7537.006652661064,0.0,0.0,750.0
2020-04-06,7758.333333333333,7215.0,8391.666666666666,2020,4,97,0,8657.0,6870.833333333333,7612.5,5460.0,7362.649659863945,7515.8630952380945,7569.006462585035,0.0,0.0,1176.666666666666
2020-04-07,7993.285714285715,7250.0,8664.285714285714,2020,4,98,1,7758.333333333333,5675.0,10233.333333333334,7608.333333333333,7489.43537414966,7592.474206349206,7574.265542328042,0.0,0.0,1414.2857142857138
2020-04-08,7387.5,6560.0,8137.5,2020,4,99,2,7993.285714285715,6273.333333333333,8085.5,6403.75,7820.619047619048,7605.3059523809525,7585.590411840412,0.0,0.0,1577.5
2020-04-09,5629.0,4438.333333333333,5873.333333333333,2020,4,100,3,7387.5,6445.714285714285,7985.0,7080.0,7979.785714285715,7638.097619047619,7580.377506265665,0.0,0.0,1435.0
2020-04-11,6003.0,5390.0,6474.0,2020,4,102,5,5629.0,7250.0,9125.0,6510.0,7863.112244897959,7589.730952380953,7530.342185592186,0.0,0.0,1084.0
2020-04-12,6748.0,5887.5,7730.0,2020,4,103,6,6003.0,10366.666666666666,6519.166666666667,8083.333333333333,7684.969387755102,7572.830952380953,7492.158630952382,0.0,0.0,1842.5
2020-05-01,5350.0,5325.0,5400.0,2020,5,122,4,6748.0,8657.0,6175.0,9800.0,7168.017006802721,7528.319841269841,7474.008420441348,0.0,0.0,75.0
2020-05-02,6283.333333333333,6035.0,6550.0,2020,5,123,5,5350.0,7758.333333333333,6870.833333333333,10000.0,6695.588435374149,7379.986507936508,7423.43679138322,0.0,0.0,515.0
2020-05-03,7300.0,6916.666666666667,7683.333333333333,2020,5,124,6,6283.333333333333,7993.285714285715,5675.0,8875.0,6484.874149659865,7256.097619047619,7396.922757475083,0.0,0.0,766.6666666666661
